browser,datetime,ip_anonymized,language,message
firefox,2015-09-01 17:26:47,dab2da2bfc8d2d75e08f9796460df68d,en,0
firefox,2015-09-01 17:27:09,e36b0f6a8b2c11478bf6319bd142d4f7,en,0
firefox,2015-09-01 17:27:21,b67f5d7a5091ed118e52faefb3134aea,en,0
firefox,2015-09-01 17:27:57,8e282a96fbd35b893aebc849766f96b8,de,2
firefox,2015-09-01 17:28:36,5c49e38cbde2694d826304dcce02040e,fr,1
chrome,2015-09-01 17:28:42,09c87fcaffdab0f4422e32ebe9a0886b,ru,2
firefox,2015-09-01 17:28:50,6ea17176282c9d4fe6a735d2b6c3d445,en,2
firefox,2015-09-01 17:29:00,7922e985ea04bdf6c6f2bf637e793596,de,0
chrome,2015-09-01 17:29:52,8bb0d6472efd01824a4f97cd4a42e7c0,cn,0
chrome,2015-09-01 17:29:55,daa595a8e904527dcffb0976ce61c9b1,de,0
chrome,2015-09-01 17:30:06,cb06f64ca4585c8d8f6f2162d3933f0f,en,1
chrome,2015-09-01 17:30:07,d0b7dcd7432f1b3c8cadf463b4045090,en,1
firefox,2015-09-01 17:30:47,13d2fea4b69099c2fd2ec5333177a7db,en,1
chrome,2015-09-01 17:30:48,3feabd2e3103f7e0ccd4e22ea83014e4,en,1
chrome,2015-09-01 17:31:05,39d903dadf2e3fd8aeb38ef0256cc22e,de,1
chrome,2015-09-01 17:31:28,e32668b71f8539d9d01729722b0d19ea,ru,1
chrome,2015-09-01 17:31:32,d56642aa1000fbfa1359421e0a31e466,en,0
firefox,2015-09-01 17:31:51,7b5577acce9bc5ccec725b9228afeda0,en,1
firefox,2015-09-01 17:31:57,7730d721beffd6f2a1e0b50236e18f70,de,2
firefox,2015-09-01 17:32:08,77d54c1c7ab1db5dcd880895b83a3391,de,2
chrome,2015-09-01 17:34:20,ba659c855464d24b1ef4a9ce4d3744b1,de,2
firefox,2015-09-01 17:34:55,e8b18f6b366c7f3f8db91b889fb0cc63,en,0
chrome,2015-09-01 17:35:47,5338ada15738f2a9e6e24ac4fcdabcd1,fr,0
firefox,2015-09-01 17:36:01,8b30c28f0d21d1ad8218b265c6560d8e,en,2
chrome,2015-09-01 17:36:51,e271620ed8e8342bff3be0875372d9f9,en,2
firefox,2015-09-01 17:36:55,bf603de4554129b34450686cc849f842,de,2
chrome,2015-09-01 17:38:05,b9c56d65e9af535d7495aba3162c91f7,en,2
chrome,2015-09-01 17:38:21,f1ddfe5deb3a16af08109d92b4fc74e8,fr,0
chrome,2015-09-01 17:39:10,17223bae613cbe632430c1a5f9606890,de,2
chrome,2015-09-01 17:39:46,fbb6f7a246c805270c4010d048451132,en,1
firefox,2015-09-01 17:40:02,4379dab8a44267a8f8aa7779090a4490,en,1
chrome,2015-09-01 17:40:05,3bde72e3bdea99d2281af0ab3ef777e3,en,2
chrome,2015-09-01 17:40:14,a303e681dc19c5a638b19fe0174c34d4,en,2
firefox,2015-09-01 17:40:44,23e78f0dc90e428c7ae692bde6aac3d5,en,2
firefox,2015-09-01 17:41:46,a8466ada261dc12804e34aba6e73a84d,de,2
chrome,2015-09-01 17:41:52,e555b26b626f301cf25b87cf719bef34,en,1
chrome,2015-09-01 17:42:04,f57ab8a5bfe97a09d546e11e10579504,cn,0
chrome,2015-09-01 17:43:15,8680008e047b346e32ce4ee513badd1e,en,0
firefox,2015-09-01 17:43:18,928da3ffdc491c00f5dc5766a764ddf4,en,1
firefox,2015-09-01 17:43:46,8ce2ca0237245092c2abd214047dc007,en,1
chrome,2015-09-01 17:44:49,64100137b7e8d4f32b6c0f2799472d55,de,2
chrome,2015-09-01 17:45:45,0dfe96fe52a3fc2bb7805e1332c2e97d,de,2
firefox,2015-09-01 17:45:53,25c8c80986eb2b733d308ed50edce07e,en,0
chrome,2015-09-01 17:46:27,22d3fa5f929ada07f530fe60f72c8d69,fr,1
firefox,2015-09-01 17:46:49,746823acc6174b397a861d2e24218e6b,de,2
firefox,2015-09-01 17:47:01,13bc7fe95d2a337d828e4bab53369cc1,en,0
chrome,2015-09-01 17:47:12,f9cca3a91e86a9a48603c035a1a4bc8c,ru,2
chrome,2015-09-01 17:47:31,02d4fdc1af1a9bb8055390fb1edaec15,en,2
chrome,2015-09-01 17:47:38,554e457b33ef7c0adc8e1a3728b10d28,de,0
chrome,2015-09-01 17:47:46,02427f65f04124e4acd12f23933e5a73,de,2
chrome,2015-09-01 17:48:07,12a9c878bde8c9d862a2374de2d3159d,fr,1
firefox,2015-09-01 17:51:10,9c6e214113004bd9f01a23e78f385aeb,de,2
chrome,2015-09-01 17:51:49,ba07fc9d6fead14c6feccf83cd5f9af4,de,0
chrome,2015-09-01 17:51:52,419d66bdda3ea581190ab0150ef8286a,en,1
chrome,2015-09-01 17:52:12,906046728ed4afcea222aa54b65250b5,en,2
chrome,2015-09-01 17:52:59,fd8dd5b8eac4c343f6e27d1e321a914d,de,2
chrome,2015-09-01 17:53:08,0e86602e9293e59c75ce31762c383a1b,de,1
chrome,2015-09-01 17:53:27,5a8987fdd701f085bb86191405532501,en,1
chrome,2015-09-01 17:54:02,3716c1a92a7592b1e6d502f08c7eb798,en,2
firefox,2015-09-01 17:54:06,91e3d5238f9bfadd32194eb8f90aef10,en,0
chrome,2015-09-01 17:54:59,ec61704d69f2e369b86d55867d842658,en,0
firefox,2015-09-01 17:55:07,6480c6459ab405544ab1ddb4ab46dc7f,de,1
chrome,2015-09-01 17:55:13,cc247989acd931dcfd902c2089efda07,de,2
firefox,2015-09-01 17:55:54,b535182599080f7066d2ed635e497bac,en,1
firefox,2015-09-01 17:56:31,c67583a39af612db0a27c8a61661a5c6,en,2
firefox,2015-09-01 17:56:58,4ec5298167ce9babb49beb5a76302439,de,2
firefox,2015-09-01 17:57:25,ec9d5b60cb13452f8ba70c6dad0d1961,fr,2
chrome,2015-09-01 17:57:47,0e37b0c07e175515d1337bd61d90fd93,en,1
chrome,2015-09-01 17:57:51,d2bcc1c0eee81aeb32fa71f5823cd100,en,2
chrome,2015-09-01 17:58:01,01a29564b38a31e2f7d700585935eab1,cn,0
chrome,2015-09-01 17:58:19,b9eb697c2f2787eee3328bf969bc1b3e,de,2
chrome,2015-09-01 17:58:56,f4aa70d7b289120374798e17c29bf93f,en,0
firefox,2015-09-01 17:59:40,3de7993fe7d5a8955212952d68729718,en,2
chrome,2015-09-01 18:00:25,446a9933c0f08a61444eeb88505e1286,en,0
chrome,2015-09-01 18:01:40,e2b9c27f7dd294c496716d1b6469f322,en,2
chrome,2015-09-01 18:03:12,a244ec0d1c5bcc2d9738e779f10a8ade,de,1
chrome,2015-09-01 18:03:26,a3d2612786fa63f5e821d4c98328fed0,ru,1
firefox,2015-09-01 18:03:35,690f1ca8910a623f76154a304760eb50,ru,0
firefox,2015-09-01 18:03:37,89581c3c00d0566ff8be06b2deae1cd2,de,1
chrome,2015-09-01 18:04:05,8255458b9e0da5139f12ce876a0a956d,en,1
firefox,2015-09-01 18:04:36,c0e7c8e1945a7d5da8711c23d72cc62f,en,0
chrome,2015-09-01 18:04:42,280217701c0efed2e0af6ddac056adac,de,0
chrome,2015-09-01 18:04:59,580f83c05215b08027dca4e7925f2e1e,de,0
chrome,2015-09-01 18:05:13,5432cd9690335a8dd0f95a8ab39fbc0e,de,2
chrome,2015-09-01 18:05:28,f23df23c9e9372a84b1e0b93c8a36a2f,en,1
chrome,2015-09-01 18:05:57,8a7ec4694822b1650803d8549c0e652f,en,0
chrome,2015-09-01 18:06:29,40e38aab96f361f1948cdcfefc00c3af,en,0
chrome,2015-09-01 18:06:45,af04bddd86b8c13f0d948866f9b70697,de,1
firefox,2015-09-01 18:06:58,4ab3f908707ebc14b2aa3e55dd4b4795,en,1
firefox,2015-09-01 18:07:05,71daa003a455fce4cbf0cc6342b9407c,en,1
firefox,2015-09-01 18:07:40,9479e5c95fd426aea2600d15dd26fe54,en,2
firefox,2015-09-01 18:07:51,8a09e22ff915da9d56eff55d92706eb6,fr,1
chrome,2015-09-01 18:07:52,facf2126671442e18fa77604aa781ade,cn,1
chrome,2015-09-01 18:07:58,d457ddcf41bd9df6d4cbdfa2a8a0cc75,en,0
chrome,2015-09-01 18:07:58,c6950f8bb28f64b2c5879dba13dc48bb,en,2
firefox,2015-09-01 18:09:00,4d8c194ffa7f85efde04bb2c75c07219,de,0
chrome,2015-09-01 18:09:28,c4062921f7a127a032f07e97728d6475,en,1
chrome,2015-09-01 18:09:30,f4082f4a6ccc4c5268f891110241b46e,cn,0
firefox,2015-09-01 18:09:40,ebe9381c2b3ba4ca0b3b13c7799de0e6,en,2
firefox,2015-09-01 18:09:52,104c3d5df27a11818f4bba5c95fc0f40,de,0
chrome,2015-09-01 18:10:00,56e47b9f0f9c244a2fcdb2341ce27594,en,1
firefox,2015-09-01 18:10:27,8e1ec4636877dbf4a9b7da2e88750098,de,2
chrome,2015-09-01 18:10:42,ef6b81a29b3a312fa2b45a4e5f820b4c,fr,1
firefox,2015-09-01 18:11:47,8d96998d664bb241eb91f4a885c68b32,de,2
chrome,2015-09-01 18:11:58,0f3dbe07fdac38218aa85538f15bb927,cn,2
firefox,2015-09-01 18:12:09,44964fb492c635273b1763c4adb375fe,fr,0
chrome,2015-09-01 18:13:32,2eff828b453bb9ccecc61939b935227c,en,1
chrome,2015-09-01 18:14:26,4d80f0623b0021c907c90735f399eaae,de,2
chrome,2015-09-01 18:14:29,5aabdc1f0716d654ceac9efd46bc58f1,en,2
chrome,2015-09-01 18:16:49,5f6a28779b4c20d12b3a21d973f64836,en,2
chrome,2015-09-01 18:17:02,0b3d558c17f330b0af981a908578420e,de,2
firefox,2015-09-01 18:17:10,54147efc8bf147a3c3f2d05d23774039,en,1
chrome,2015-09-01 18:17:42,b9959f95ec6cbb376ef068cfe2092f33,de,2
firefox,2015-09-01 18:18:08,78a6dbb153dc08b5ba98f904bb13be90,de,2
chrome,2015-09-01 18:18:51,dc70f61afe7934977274889980541492,fr,1
chrome,2015-09-01 18:19:01,3ed072d361bd739785e3d5a34c43ffc4,en,1
firefox,2015-09-01 18:19:35,4c60f2ad54e7d12ef94af8404dfb1d61,en,1
firefox,2015-09-01 18:19:57,ee83d8a636febe8ba8b922a5444cde9f,en,0
chrome,2015-09-01 18:21:34,d26c5d18f321e4c815c44cbe1e34d6fb,cn,2
chrome,2015-09-01 18:21:39,49575c4b17333fdb9f39fbdcb766a097,en,0
chrome,2015-09-01 18:22:08,165dd87ae64b74325f72c18dec6f4d4a,en,2
firefox,2015-09-01 18:22:31,ff4ba86de76dc1668aee1f65a5dc7a55,en,2
chrome,2015-09-01 18:23:35,5f2d0f234bce8648c7fe370c372c5c10,cn,1
chrome,2015-09-01 18:24:13,b9f32ae41431b0c6fbe1f55ead5e0f02,cn,0
chrome,2015-09-01 18:24:51,5eeb7ee649bca3c9b446dabbfb8ac867,en,1
chrome,2015-09-01 18:25:13,171b2dbaefe60d7f8548e81fbd9f4677,en,1
chrome,2015-09-01 18:25:44,0fb189489cf717b134ca7cb74175e95a,fr,2
firefox,2015-09-01 18:26:54,df85a7b40d68794016ac3c51e03ce0dd,en,0
chrome,2015-09-01 18:26:55,eb0f43a72f6f6ca9c27bc855adcdb55e,en,1
chrome,2015-09-01 18:27:09,f915000dd4458174b8124f923eb114bc,de,1
firefox,2015-09-01 18:27:59,4db6a066e9e9c23e7edde9884560989c,en,2
firefox,2015-09-01 18:28:42,b6d9453f71648dbac4bd00ac33271005,cn,1
firefox,2015-09-01 18:29:18,c65d9b4c7baa3d24e61ab7952b43a99c,de,0
firefox,2015-09-01 18:29:33,94bde4b893d4b8fa0c1c52795e340af5,en,2
firefox,2015-09-01 18:30:01,dc831812a5bc2684a86303d766fae34e,ru,2
chrome,2015-09-01 18:31:37,a9503ac1bd0fa892d4777d7c2990d64a,de,1
firefox,2015-09-01 18:32:08,f21e93aa2246e653fc38d13ba05fcb68,de,0
chrome,2015-09-01 18:32:16,ca74b2f2c53b4a09f016262629b252de,en,2
chrome,2015-09-01 18:32:21,0acdca96e9edc2ac2eca02194e1a13a3,en,1
firefox,2015-09-01 18:32:22,5426bed2b21529e83ccc3ce1a68e982f,ru,1
firefox,2015-09-01 18:33:47,4ff7e214edd3513dfad2ee23b7c2617d,fr,0
chrome,2015-09-01 18:33:47,2c20ac79050d8f85def28cd23970ca5a,fr,1
chrome,2015-09-01 18:34:00,9085efc4b0e92d944723678c153fc1a8,de,1
firefox,2015-09-01 18:34:41,0d674a1bc02bdbe935f9026e39c2c15e,cn,0
firefox,2015-09-01 18:34:47,a55c0775daf9408f4c338ec95fee9aaa,ru,2
chrome,2015-09-01 18:35:45,e42fa5a6c737b17286cdb38dd85a520d,en,2
firefox,2015-09-01 18:36:43,7bb50eb14221d4656c3951a5beb9c4dd,en,1
firefox,2015-09-01 18:37:07,dde8a4bffa9475f19ff205def856e997,fr,1
chrome,2015-09-01 18:37:18,bb75bd6fe5b60307268e3d7618286f77,fr,1
chrome,2015-09-01 18:37:24,deb869728e84e81680dc7f8098c937b0,de,1
chrome,2015-09-01 18:38:44,282b315dd9fd159282afbb4ff3feb144,en,2
firefox,2015-09-01 18:39:05,7fd516c28dd629a457b74c0f055491be,de,2
firefox,2015-09-01 18:39:12,ba965ca99f140525835682fd52c72f41,de,2
firefox,2015-09-01 18:39:13,2e21862f6c5ba101769e9141f900fab9,de,2
chrome,2015-09-01 18:39:35,5ed0806be4db4ee5768971100ee903e6,cn,2
firefox,2015-09-01 18:39:51,428515466b6f82fafc639b46fca0f2ba,en,0
firefox,2015-09-01 18:39:51,2021797424b2a0c3df0ca9ba21a0f803,de,2
firefox,2015-09-01 18:40:33,a23820d29d65ae45fca64e186012aa5e,de,1
chrome,2015-09-01 18:41:19,03f5450d0b3bc65a0741743c9e9d4413,en,2
chrome,2015-09-01 18:41:20,4d7a0a394881d35523acc5104caf966b,cn,0
chrome,2015-09-01 18:41:47,d5f713a32c45115f78fe4ff08321e4a8,en,1
firefox,2015-09-01 18:41:53,c8774455dd3b25ed8fd0f8b3537312f0,en,2
firefox,2015-09-01 18:42:43,1f06007e4870c15152830321c7a605e8,en,1
firefox,2015-09-01 18:42:48,f7a78d67d515876b15a53180cff1cb1c,de,2
chrome,2015-09-01 18:43:03,e72a409c125403217f028e3a58d48a7a,de,0
chrome,2015-09-01 18:43:35,a9cddb87ddb80278eba47af0d327eb53,fr,0
firefox,2015-09-01 18:43:39,c339fb0f8984de5d2202a3ec1d1b2d29,cn,2
firefox,2015-09-01 18:43:45,e5172308c80256eb5141432386cedde2,fr,0
firefox,2015-09-01 18:43:47,7438b00917a0e080e4d5eb86afd1e643,de,1
firefox,2015-09-01 18:43:52,1f24a6e2ef22d15a84f65e6d832480a6,ru,2
chrome,2015-09-01 18:48:30,34a21e560d7350317c961d6171f2783d,en,0
firefox,2015-09-01 18:49:35,734cbc16f665f8c565ade1425ebef91c,cn,0
chrome,2015-09-01 18:49:50,df59cc2f963569ba5992947db1ece694,fr,1
chrome,2015-09-01 18:50:45,5df0076ffe16560c9e6b3cd284ba61a1,de,1
firefox,2015-09-01 18:51:20,a5dbf445893bb9b8acc09ae8dec80f23,cn,0
chrome,2015-09-01 18:51:23,61b111c2b01309f56632b928eb9d4613,en,2
chrome,2015-09-01 18:52:35,b964d9071b6a61c6366831552fdff446,de,2
chrome,2015-09-01 18:52:58,2af01775293de1d5f81d686a83df4d52,en,1
firefox,2015-09-01 18:53:32,9b75087c11e6a5b4c8f672cf496de93b,de,2
firefox,2015-09-01 18:53:35,2eb6299782070fe62e6e09dcf7354006,de,1
firefox,2015-09-01 18:53:41,30e14df1587ade732f3c56d0cb74e408,cn,1
chrome,2015-09-01 18:54:13,6ac42aedcaad9f8d3bc11e372e09618a,de,1
firefox,2015-09-01 18:54:25,18bcec9f14914a3e1799c746ff53b0ad,en,0
firefox,2015-09-01 18:55:26,a33ec3b4600fd5332c4b9ca8b396ff91,cn,2
chrome,2015-09-01 18:56:09,c72738dfeeb278c4fb52b482523fd9b5,en,1
chrome,2015-09-01 18:56:20,36c6163d6f6ef214ff5fe34262440a30,de,2
chrome,2015-09-01 18:56:27,b5446ab1f41b8dbc4419f768f77620ad,de,0
firefox,2015-09-01 18:56:44,ddd3ac62e13a82f0c28610812810c5ff,fr,1
chrome,2015-09-01 18:56:59,34431e040c7fa20d76bd9f6de04896be,cn,0
chrome,2015-09-01 18:57:08,0037af98561c2515fd68d41f7eeb6919,de,2
chrome,2015-09-01 19:00:06,98d5b574405be6d302fbae27da399bb8,en,1
firefox,2015-09-01 19:03:15,7eaf1796d79a8f88f258cdc6ba525c66,en,1
chrome,2015-09-01 19:04:49,952e51abe632418f060cd5750caca2f1,en,2
chrome,2015-09-01 19:04:54,e96795f0299b2f941b9bab626e974af6,en,1
chrome,2015-09-01 19:05:01,67e94aa1bd5f32b2f7fd0c8cf6398093,en,2
firefox,2015-09-01 19:05:13,49a7b3e4b110403875911bf4ea51df03,de,1
chrome,2015-09-01 19:05:26,f66ab6d4b5baf23d0cef1aa7fd41d556,en,1
chrome,2015-09-01 19:05:35,27083957307e5e7e6aef2905e1b1c867,en,1
chrome,2015-09-01 19:06:23,429a2abb6437f6b08911f8f6f110f28a,en,0
chrome,2015-09-01 19:07:01,5c9319f93c4adadb3ce7edd47199a7ab,de,1
chrome,2015-09-01 19:07:02,0af833e8ff2174313992aae300b2dea8,de,1
firefox,2015-09-01 19:07:12,42363cf3b79214dad32d35d763261066,de,1
firefox,2015-09-01 19:07:29,d5ffbf2fb05e38b152976142bc5d065e,de,1
firefox,2015-09-01 19:07:41,10ab4cbbe2f92c3706efc6b5128d7494,en,1
chrome,2015-09-01 19:07:48,63b6aa820f18b082350c4b03a8368138,de,1
firefox,2015-09-01 19:08:29,cf437fc30d18faa399c4f42d95b68ada,de,1
chrome,2015-09-01 19:08:35,4e60e7687ab558b92135193dc0025d11,fr,0
chrome,2015-09-01 19:09:47,4413ac54b2560204d5bd89e60018ace3,cn,1
firefox,2015-09-01 19:09:56,3d221e8277aa0dabe908e75f954cc3f9,en,2
firefox,2015-09-01 19:10:11,1cb6b47da72f37e58598268cef923c75,de,2
chrome,2015-09-01 19:11:03,7c14d91808869c13c82f46dc53781503,en,2
chrome,2015-09-01 19:11:10,ce866e7b9ec9a95ed2c27493e6185520,cn,1
firefox,2015-09-01 19:11:35,fb120b4fc93bcad0e5421d9b2a584e1d,en,1
chrome,2015-09-01 19:11:37,eab75681e485913deda4ee7e64cb6def,ru,2
chrome,2015-09-01 19:11:37,e4a930b21341f4d4e53efb11be436e10,en,2
firefox,2015-09-01 19:11:51,0ce553ce396c3a10afc34f650b48994d,de,2
chrome,2015-09-01 19:12:42,f5ba89bfbf82546267372196facd0e34,de,1
firefox,2015-09-01 19:12:45,5f57ba982e3fa90fa9122546f5829776,en,1
chrome,2015-09-01 19:13:00,d08fb629dbc78604524d2faa5f6429da,en,0
firefox,2015-09-01 19:13:16,cc9bc4b985b0057015a1d6774b8ebe4b,en,1
firefox,2015-09-01 19:13:21,48500227a31011d409985b0ae57065f2,en,0
chrome,2015-09-01 19:14:13,0a594ade41e41046d2c9463b886add0b,en,0
chrome,2015-09-01 19:15:04,5d531332ac48644bc5c09343bea208ce,de,2
firefox,2015-09-01 19:15:50,ab7159c443ccd2ed4828b861ef2e0b95,de,1
chrome,2015-09-01 19:15:58,8ce4b4db3d6ec5ff7801571846e63796,de,0
chrome,2015-09-01 19:16:48,a30f1216c270a9dd19bc0c3947ec520a,en,0
chrome,2015-09-01 19:17:12,07c155ae1efdb6035232daae14291732,en,0
chrome,2015-09-01 19:17:27,3541204c2437defd38aba1e908633dc7,de,0
firefox,2015-09-01 19:17:45,fb35b22b7dc489753ba971cfbbf8026d,en,1
firefox,2015-09-01 19:17:46,1fdfb79a8cae84d0d8d2aa6799cb33a9,cn,1
chrome,2015-09-01 19:18:19,77997610330972cce16926c1a952f7c3,en,1
chrome,2015-09-01 19:18:42,00b8d41da5299eac2132ff22e4c8807e,en,2
chrome,2015-09-01 19:19:36,171346109172d5477c85447165858a81,en,1
chrome,2015-09-01 19:19:40,e4c5c0a7668330f7873682eb9e08bc96,en,1
chrome,2015-09-01 19:21:59,f9ac20990c0fe6493ccd448763ea7b47,en,1
firefox,2015-09-01 19:22:16,74448bc6511198d7826325107433aec5,cn,0
chrome,2015-09-01 19:23:33,4b9073c70898ad93b04efd8ea507f8c2,en,0
firefox,2015-09-01 19:24:12,896c4e0d5537e06a543d32c81ae339a3,en,1
chrome,2015-09-01 19:25:12,49f5783c1d1fbfc426b9ddb72c301da4,de,1
chrome,2015-09-01 19:25:13,77dd9673b964d38e9cd6e45f118ecb8f,de,1
chrome,2015-09-01 19:25:13,5bdbdcb64b73c93025af9698b8fb1fec,en,1
firefox,2015-09-01 19:25:19,3574e2ff8761a9f6e5e1aba498023da3,de,0
chrome,2015-09-01 19:25:45,ad8a4d4405ad24bfd7296ea92c2cf279,de,1
firefox,2015-09-01 19:25:56,199f7061caa63c86cc5d88f32412ab3f,de,1
firefox,2015-09-01 19:28:17,b2562abf9b641098cba05eeb8bbe8b5b,de,1
chrome,2015-09-01 19:28:40,7121f2d224c9d530a49006d2c35259c3,cn,0
chrome,2015-09-01 19:28:50,0a5bc5eb96305123916398b0bbb61af6,en,1
chrome,2015-09-01 19:29:24,efcec2c600dca427ff48e062a44f1c58,de,2
chrome,2015-09-01 19:31:27,bb2d670910896a480951a569fc88643f,en,0
firefox,2015-09-01 19:31:39,b4e11a95d2e686b275f53ca27511f65e,en,2
firefox,2015-09-01 19:31:40,6a11bc5be3b642f171f6aed7778ddbdb,en,1
chrome,2015-09-01 19:31:44,88f7e3e78c9cc649e2ee333d85f1ff6d,en,2
chrome,2015-09-01 19:33:37,9ce64c8ce4fa22f7e50de80619f679e6,en,2
chrome,2015-09-01 19:33:53,594611429e54311190cb28b246cbae37,fr,2
chrome,2015-09-01 19:34:30,50f178d858bfba42488b6bc4f6df746f,cn,1
firefox,2015-09-01 19:35:02,6cfc92526bb4018c7af0ba79e7d22921,en,0
chrome,2015-09-01 19:35:51,93e9991be2b1b4fb26af9ed1d8507bd2,cn,2
firefox,2015-09-01 19:37:04,0d9f86e77123683b3b262ff083371d2f,en,2
chrome,2015-09-01 19:38:50,91e9f5170569818767dbc5aba279525a,en,1
firefox,2015-09-01 19:39:46,70eb215de80953f02fa998ac35416301,en,1
firefox,2015-09-01 19:40:10,ee450d7eea3f8466967d85e495dbb136,fr,0
chrome,2015-09-01 19:40:53,966288ad5654ba9c1bc0f74a1d26982c,en,1
chrome,2015-09-01 19:41:07,6c1dbe699b5d61ae88e47d8f495a0624,en,1
chrome,2015-09-01 19:41:28,84c7f08b6e4ddbf376739f1b00d1e360,de,2
chrome,2015-09-01 19:41:30,d20a35ca3145146cf542bcf2baaa3132,en,2
firefox,2015-09-01 19:41:34,a9482be580e7c8542a4172d160bec75a,fr,1
chrome,2015-09-01 19:42:32,67274ee8ede0e9e7487e23566743449c,cn,0
firefox,2015-09-01 19:43:34,d7a46405624dc882da30e61ae988f307,en,2
firefox,2015-09-01 19:43:55,a1bc05d024a610a70c31536baaac4ba8,de,1
chrome,2015-09-01 19:44:04,1d7e621fa94b430f232cc50e295aae7f,fr,0
chrome,2015-09-01 19:44:26,64688676e070f9777e22036842aee201,de,2
firefox,2015-09-01 19:44:26,f7e75a5f2083d4e9936753d40d87f7e3,en,2
chrome,2015-09-01 19:44:30,b4fc7bac5e97889b60cf16f39a17f2ae,de,1
chrome,2015-09-01 19:44:33,9d22c15dff407325180b50c54353053b,fr,2
firefox,2015-09-01 19:44:56,7ee27e360bbcac6db625b54236c9072a,en,0
chrome,2015-09-01 19:46:48,354f0f18d5dfa29aae926032550277e8,fr,1
firefox,2015-09-01 19:46:55,c49856cbf9b27c2d7046050103336793,en,2
firefox,2015-09-01 19:47:01,a74052950c0a222a0794b34b4ca70334,en,0
firefox,2015-09-01 19:47:37,785afb6b8ccba8d65be847bc7a10aa3f,en,2
firefox,2015-09-01 19:48:06,5c570b881b75e260971e1fe9f8c4759c,en,1
firefox,2015-09-01 19:48:22,3020a055e43746780d253cbb4e3783f4,de,0
firefox,2015-09-01 19:48:41,9a12d14895e556215d16fec4a6c2c160,fr,1
firefox,2015-09-01 19:48:48,2bf568a939a64f1ac45563b60d8a998f,de,2
chrome,2015-09-01 19:48:52,67ab36b1aa5fa25d377d85c9d11b8c7c,en,2
firefox,2015-09-01 19:49:05,857e1e342820318c60cf9f7e687c3786,de,2
chrome,2015-09-01 19:49:37,cee122f584ff5f9c12619703ccbd6cfb,de,2
firefox,2015-09-01 19:50:05,deebfc19d0119ddd8a45ab1f5067163d,de,0
chrome,2015-09-01 19:51:08,14ba4a73a160794f693e25e4c2599e55,en,0
firefox,2015-09-01 19:51:10,565d59fa8612c90cbf7caace383474e8,fr,1
chrome,2015-09-01 19:51:34,0957476646a7f78526f3c95964ffac90,en,0
chrome,2015-09-01 19:51:39,88e9b0a31e3e6d125ff555ef7f278acb,de,2
firefox,2015-09-01 19:55:02,e486edca2636d12cbf828f66af06de72,fr,2
chrome,2015-09-01 19:55:02,279336954c8349f4be5dc0d4c7365e87,de,2
chrome,2015-09-01 19:56:00,8885878d9d5211af2138caa5dcd1149d,en,0
chrome,2015-09-01 19:56:09,0a0afeca910aeb59547fca36fc24eb35,de,2
chrome,2015-09-01 19:56:34,730e0f2fd45885c9d789fdd6fdf406e1,fr,2
chrome,2015-09-01 19:57:21,086f8f010e3f309ba67cb1a7ccd9d1c8,en,2
firefox,2015-09-01 19:57:21,da8003ab41b227a9c407c5bc22e191aa,de,2
chrome,2015-09-01 19:57:28,ea5f156636a9dbf4dabfce4426388c88,fr,0
chrome,2015-09-01 19:57:52,ca4b9114ca8afeeb030176509ca11f6a,de,2
firefox,2015-09-01 19:58:37,4173b089757ab88e36e06d301b761653,de,2
firefox,2015-09-01 19:58:45,880c8dc628f319db7d5bdc7a5578a213,fr,2
firefox,2015-09-01 19:58:45,c494ce36dab9da6d061a798d1771c3c6,en,1
chrome,2015-09-01 20:00:03,39e638ecd92ece9f52895cf0fd682d49,en,0
chrome,2015-09-01 20:00:08,a1c499bd2228a8d39925c0c8a5785d29,cn,1
firefox,2015-09-01 20:00:09,55e16ad6c330b12b490c86f72a63610e,de,1
firefox,2015-09-01 20:00:44,fad5ebcd7792bc6912583f5f5aacdbe6,de,0
chrome,2015-09-01 20:02:15,7a2c230f62369877f07570cfcc705169,en,0
firefox,2015-09-01 20:02:43,84b8922ac524d044a77c5867966a4be8,de,2
firefox,2015-09-01 20:03:25,01c06956dd5f3dc2a32edd942a24afc0,en,1
chrome,2015-09-01 20:04:08,5e6c12a8bbffea834e6bf13ea1293905,de,2
chrome,2015-09-01 20:04:32,f145b224d1f96619b0afa50d90a2db37,de,1
chrome,2015-09-01 20:04:41,60d8fb5c870635c400c98a2826056f85,en,2
chrome,2015-09-01 20:06:22,374da67375ad5c280f0be96af6994d03,en,1
firefox,2015-09-01 20:08:55,a2dec1dd3e396f35a7f81996cc96ee7e,en,2
firefox,2015-09-01 20:08:56,c49d8cdced9de260fc3d3813497826bd,de,1
chrome,2015-09-01 20:09:00,f8472036be86b8c64c2031f195b3d44e,de,0
chrome,2015-09-01 20:09:33,10be5b6d4402d423b42602cc70892a78,de,2
chrome,2015-09-01 20:10:30,a7bf5e17726d67a1e8fdc96bc83fe559,de,0
chrome,2015-09-01 20:10:57,7b2676d92ae9eb4caf2672b1ad65d5bb,fr,1
chrome,2015-09-01 20:10:58,00c42e03b211a2add5f52612ca62f519,fr,0
firefox,2015-09-01 20:11:02,3f315d3688afd8275a559bb92e84640a,cn,1
chrome,2015-09-01 20:12:18,603e1c1b4e1a6c63b4548d778b9d93e6,en,0
